id_x,numero,saldo,id_y,nome,cpf,Faixa_saldo,Faixa_num
321,16124,2417.65,322,Carlos Eduardo Costa,621.753.804-08,Platine (1200K - 5K),1
322,79961,337.98,323,Cauê Gonçalves,381.279.546-91,Silver (<1200K),0
323,80258,4348.54,324,Noah Mendonça,923.604.587-10,Platine (1200K - 5K),1
324,41296,3303.36,325,Pedro Henrique Aragão,397.281.046-69,Platine (1200K - 5K),1
325,90868,3143.86,326,Srta. Evelyn Caldeira,057.243.961-06,Platine (1200K - 5K),1
326,70564,351.03,327,Diogo Brito,790.235.641-70,Silver (<1200K),0
327,67008,1655.49,328,João Felipe da Mata,527.908.641-01,Platine (1200K - 5K),1
328,7058,3636.69,329,Dra. Ana Beatriz Porto,437.502.196-99,Platine (1200K - 5K),1
329,40764,4754.16,330,Isis Farias,643.257.018-26,Platine (1200K - 5K),1
330,68328,2907.11,331,Juliana Cunha,069.523.147-25,Platine (1200K - 5K),1
331,14233,1777.54,332,Marcela Pacheco,109.875.436-01,Platine (1200K - 5K),1
332,85667,2769.72,333,Bella Câmara,204.683.517-44,Platine (1200K - 5K),1
333,95847,2365.07,334,José Miguel Santos,254.786.931-46,Platine (1200K - 5K),1
334,56966,2071.95,335,Vitor Sampaio,514.038.796-48,Platine (1200K - 5K),1
335,37436,4298.0,336,Isadora Albuquerque,374.289.510-97,Platine (1200K - 5K),1
336,79332,2488.67,337,Luara Barbosa,641.587.239-73,Platine (1200K - 5K),1
337,30753,621.15,338,Lunna Nogueira,350.621.478-08,Silver (<1200K),0
338,81112,4175.44,339,Sabrina Sales,820.467.913-04,Platine (1200K - 5K),1
339,70157,4357.09,340,Dr. Henry Gabriel Martins,042.391.786-22,Platine (1200K - 5K),1
340,87468,138.63,341,Vinicius da Cunha,865.203.971-21,Silver (<1200K),0
341,51760,2466.85,342,Benicio Jesus,509.684.327-00,Platine (1200K - 5K),1
342,52478,1299.52,343,Isadora Moreira,852.701.396-77,Platine (1200K - 5K),1
343,79136,2345.79,344,Julia Barros,946.152.837-09,Platine (1200K - 5K),1
344,5047,4693.09,345,Heloísa Guerra,478.069.312-87,Platine (1200K - 5K),1
345,27846,2426.69,346,Sr. Dom Ramos,529.314.806-06,Platine (1200K - 5K),1
346,90181,223.32,347,Yago Vasconcelos,365.249.170-06,Silver (<1200K),0
347,32853,318.76,348,Diogo Dias,287.490.135-05,Silver (<1200K),0
348,29174,4629.35,349,Marcos Vinicius da Rocha,508.213.974-60,Platine (1200K - 5K),1
349,52549,4308.27,350,Ian Vieira,098.153.264-06,Platine (1200K - 5K),1
350,36000,4533.9,351,João Vitor Melo,172.945.836-09,Platine (1200K - 5K),1
351,90248,3905.09,352,Ayla Azevedo,254.038.176-62,Platine (1200K - 5K),1
352,81745,1972.27,353,Isaac Pereira,376.825.109-86,Platine (1200K - 5K),1
353,81083,3753.73,354,João Vitor Viana,954.138.270-32,Platine (1200K - 5K),1
354,58732,4849.67,355,Erick Carvalho,859.631.204-89,Platine (1200K - 5K),1
355,59250,2541.83,356,João Fonseca,526.490.183-05,Platine (1200K - 5K),1
356,15775,2400.8,357,Lucas Melo,241.076.953-52,Platine (1200K - 5K),1
357,36903,1866.83,358,Pedro Montenegro,682.450.139-51,Platine (1200K - 5K),1
358,22047,4643.64,359,Joana Cunha,078.164.259-02,Platine (1200K - 5K),1
359,9835,2793.56,360,Yasmin da Costa,150.642.938-60,Platine (1200K - 5K),1
360,88792,1204.22,361,Lunna Andrade,968.302.547-10,Platine (1200K - 5K),1
361,38759,1156.21,362,Dr. Caio Barros,168.907.243-13,Silver (<1200K),0
362,97327,2771.94,363,Hadassa Mendonça,136.792.540-16,Platine (1200K - 5K),1
363,64215,3989.81,364,Catarina Rios,957.410.683-75,Platine (1200K - 5K),1
364,92827,3280.44,365,Vitor Gabriel Martins,923.514.870-79,Platine (1200K - 5K),1
365,87472,2154.56,366,Davi Lucas Santos,075.391.826-95,Platine (1200K - 5K),1
366,79011,3356.46,367,Thiago Freitas,419.286.053-89,Platine (1200K - 5K),1
367,54084,1016.45,369,João Leão,302.857.964-29,Silver (<1200K),0
368,96497,2244.83,370,Evelyn Garcia,927.806.534-00,Platine (1200K - 5K),1
369,71429,2478.58,371,Sophia Pinto,014.279.835-50,Platine (1200K - 5K),1
370,84763,4139.33,372,Henrique Cirino,859.432.760-92,Platine (1200K - 5K),1
371,17237,2128.08,373,Francisco da Paz,541.068.237-80,Platine (1200K - 5K),1
372,25378,2012.1,374,Maria Alice Novaes,381.609.754-57,Platine (1200K - 5K),1
373,63093,4778.22,375,Cauã Rios,147.026.953-80,Platine (1200K - 5K),1
374,10526,4356.24,376,Ana Luiza Melo,297.854.301-97,Platine (1200K - 5K),1
375,1228,488.52,377,Isaac da Cruz,201.896.345-70,Silver (<1200K),0
376,73631,2329.63,378,Vitória da Paz,638.752.104-17,Platine (1200K - 5K),1
377,2465,2226.11,379,Gabriela Carvalho,092.481.635-05,Platine (1200K - 5K),1
378,98879,4036.58,380,Eloah Nogueira,704.829.653-47,Platine (1200K - 5K),1
379,73876,1558.16,381,Luiza Vieira,129.376.058-77,Platine (1200K - 5K),1
380,60078,4444.07,382,Oliver Cirino,502.948.176-11,Platine (1200K - 5K),1
381,16800,4689.15,383,João Miguel Sampaio,386.752.109-30,Platine (1200K - 5K),1
382,7772,3576.83,384,Dr. Luiz Otávio Almeida,271.836.045-35,Platine (1200K - 5K),1
383,8622,2733.0,385,Davi Cirino,271.496.035-99,Platine (1200K - 5K),1
384,47042,26.57,386,Sr. Murilo Montenegro,184.679.502-85,Silver (<1200K),0
385,48204,89.85,387,Rafaela Jesus,937.254.681-09,Silver (<1200K),0
386,54815,3856.15,388,Maitê Rezende,129.607.348-31,Platine (1200K - 5K),1
387,30039,4797.35,389,Evelyn Castro,792.150.684-49,Platine (1200K - 5K),1
388,75790,598.78,390,Carlos Eduardo Camargo,794.038.165-20,Silver (<1200K),0
389,2067,1000.6,391,Maria Luiza Oliveira,081.342.576-07,Silver (<1200K),0
390,33861,4093.32,392,Benício Vasconcelos,694.123.750-34,Platine (1200K - 5K),1
391,97380,3966.88,393,Larissa Carvalho,379.082.516-68,Platine (1200K - 5K),1
392,74179,1389.46,394,Elisa Silva,654.217.803-17,Platine (1200K - 5K),1
393,10139,4674.66,395,Danilo Casa Grande,603.192.847-78,Platine (1200K - 5K),1
394,40214,315.41,396,Sr. Yago Sales,541.896.072-58,Silver (<1200K),0
395,60678,3772.39,397,Ana Júlia Mendes,083.921.764-13,Platine (1200K - 5K),1
396,77411,2338.37,398,Laís Moura,982.041.735-04,Platine (1200K - 5K),1
397,6939,4517.18,399,Thiago Silva,813.765.049-01,Platine (1200K - 5K),1
398,9261,3988.39,400,Joana Silveira,382.067.495-00,Platine (1200K - 5K),1
399,84749,260.62,401,Ravy Peixoto,508.764.392-29,Silver (<1200K),0
400,23879,759.49,402,Srta. Camila Leão,123.568.940-98,Silver (<1200K),0
401,66427,925.69,403,Caio Abreu,104.926.538-60,Silver (<1200K),0
402,36966,2410.62,404,Sabrina Cirino,720.954.613-80,Platine (1200K - 5K),1
403,92792,931.97,405,Ana Clara da Luz,268.315.047-44,Silver (<1200K),0
404,14784,4970.86,406,Clara Sales,379.856.102-86,Platine (1200K - 5K),1
405,98285,4659.27,407,Melissa Ramos,246.579.380-29,Platine (1200K - 5K),1
406,12405,848.13,408,Igor Sales,458.190.763-20,Silver (<1200K),0
407,68842,3853.5,409,Raul Nogueira,480.952.713-14,Platine (1200K - 5K),1
408,89955,4601.4,410,Lara da Paz,054.328.796-38,Platine (1200K - 5K),1
409,19473,849.63,411,Dra. Rebeca Melo,580.391.672-21,Silver (<1200K),0
410,71898,3719.56,412,Srta. Olívia da Mota,124.376.589-55,Platine (1200K - 5K),1
411,76969,3568.89,413,Nicole Costa,759.068.132-68,Platine (1200K - 5K),1
412,99798,758.37,414,Breno Castro,350.926.471-16,Silver (<1200K),0
413,67214,1694.39,415,Eduardo Camargo,167.840.352-08,Platine (1200K - 5K),1
414,40627,3711.0,416,Maria Vitória Farias,946.218.370-87,Platine (1200K - 5K),1
415,63664,1378.0,417,Arthur Gabriel Borges,085.127.369-68,Platine (1200K - 5K),1
416,60692,957.04,418,João Monteiro,680.317.254-62,Silver (<1200K),0
417,21428,4846.42,419,Joaquim Aragão,469.503.871-48,Platine (1200K - 5K),1
418,14033,2891.59,420,Raquel Cirino,826.139.405-06,Platine (1200K - 5K),1
419,52793,4220.08,421,Arthur Gabriel Dias,874.360.519-20,Platine (1200K - 5K),1
420,7567,2704.31,422,Bernardo Campos,385.201.479-41,Platine (1200K - 5K),1
421,42298,3767.46,423,Henrique Rodrigues,728.916.053-30,Platine (1200K - 5K),1
422,15486,1624.94,424,Dr. Lucas Costela,582.690.137-30,Platine (1200K - 5K),1
423,96700,63.39,425,Leandro Montenegro,140.257.968-30,Silver (<1200K),0
424,83648,4323.67,426,Dr. Otávio Cirino,546.972.301-16,Platine (1200K - 5K),1
425,82618,1977.46,427,Dr. Rafael Barros,248.573.061-07,Platine (1200K - 5K),1
426,62492,3931.73,428,Maria Julia Oliveira,739.254.186-28,Platine (1200K - 5K),1
427,57304,2171.65,429,Caleb Ferreira,263.901.475-70,Platine (1200K - 5K),1
428,94480,1876.26,430,Vicente Vasconcelos,497.026.581-01,Platine (1200K - 5K),1
429,53307,174.54,431,Emanuella Souza,756.021.839-30,Silver (<1200K),0
430,38618,4753.9,432,Esther Araújo,072.851.936-40,Platine (1200K - 5K),1
431,99799,723.83,433,Emanuella Cirino,684.091.237-03,Silver (<1200K),0
432,35701,1921.76,434,Luigi Pinto,086.432.759-56,Platine (1200K - 5K),1
433,56259,3272.4,435,Sra. Jade Aparecida,623.401.598-06,Platine (1200K - 5K),1
434,24558,4879.08,436,Gael Henrique Araújo,328.610.497-31,Platine (1200K - 5K),1
435,50276,1914.36,437,Srta. Ana Julia Cirino,183.079.465-57,Platine (1200K - 5K),1
436,88723,4366.64,438,Sr. Thiago Campos,976.541.208-85,Platine (1200K - 5K),1
437,79859,2120.81,439,Sarah Camargo,493.567.820-83,Platine (1200K - 5K),1
438,49974,1013.38,440,Eloá Rezende,870.231.596-30,Silver (<1200K),0
439,98740,99.25,441,Diego Almeida,240.718.365-71,Silver (<1200K),0
440,85316,2103.97,442,Henrique Leão,074.315.682-07,Platine (1200K - 5K),1
441,22841,111.39,443,Josué Cardoso,937.218.465-91,Silver (<1200K),0
442,85651,1302.06,444,Ravi Alves,941.370.285-32,Platine (1200K - 5K),1
443,84562,3569.95,445,Mateus Dias,046.813.952-42,Platine (1200K - 5K),1
444,85858,3947.07,446,Ana Júlia Correia,178.035.942-04,Platine (1200K - 5K),1
445,75416,2904.91,447,Dra. Ana Júlia da Rocha,817.043.965-57,Platine (1200K - 5K),1
446,27342,4997.64,448,Allana Fonseca,492.573.018-50,Platine (1200K - 5K),1
447,45430,781.42,449,Heloisa Ribeiro,748.952.136-09,Silver (<1200K),0
448,79258,1328.97,450,Júlia Alves,648.072.915-30,Platine (1200K - 5K),1
449,55664,3282.07,451,Srta. Ana Carolina Barros,259.814.076-11,Platine (1200K - 5K),1
450,72492,4007.87,452,Ana Lívia Barbosa,210.476.358-44,Platine (1200K - 5K),1
451,93198,2749.09,453,Enzo Lima,643.902.851-06,Platine (1200K - 5K),1
452,69702,3675.18,454,Gabriel Sá,769.245.031-52,Platine (1200K - 5K),1
453,37302,1079.81,455,Kamilly Azevedo,371.580.249-97,Silver (<1200K),0
454,65413,3062.86,456,Ana Vitória Ribeiro,728.905.364-83,Platine (1200K - 5K),1
455,63059,2685.55,457,Isaque Montenegro,948.102.567-58,Platine (1200K - 5K),1
456,56877,1662.93,458,Luana Silva,174.296.503-25,Platine (1200K - 5K),1
457,52691,2306.74,459,Eduarda Farias,697.182.403-22,Platine (1200K - 5K),1
458,66628,3234.29,460,Sr. Isaque Teixeira,820.531.649-05,Platine (1200K - 5K),1
459,37271,1146.12,461,Luiza Rocha,407.936.281-13,Silver (<1200K),0
460,89645,4849.35,462,Melissa Nascimento,473.812.096-40,Platine (1200K - 5K),1
461,84838,199.03,463,Stella Fogaça,054.862.317-17,Silver (<1200K),0
462,50318,967.98,464,André Cavalcante,493.802.516-70,Silver (<1200K),0
463,88086,4708.45,465,Daniel Castro,458.219.670-58,Platine (1200K - 5K),1
464,41228,1108.05,466,Arthur Cavalcanti,815.042.637-07,Silver (<1200K),0
465,6584,2458.06,467,Sr. Danilo Castro,524.316.870-07,Platine (1200K - 5K),1
466,64760,271.2,468,Srta. Heloísa Costa,751.308.942-60,Silver (<1200K),0
467,2652,4811.66,469,Benjamim Abreu,452.639.071-25,Platine (1200K - 5K),1
468,16819,4249.55,470,Sr. João Pedro Pinto,594.708.632-83,Platine (1200K - 5K),1
469,53591,2306.82,471,Calebe Santos,341.280.957-88,Platine (1200K - 5K),1
470,40884,884.74,472,Bella Ribeiro,386.014.592-42,Silver (<1200K),0
471,19937,4532.34,473,Ana Beatriz Pacheco,967.823.451-37,Platine (1200K - 5K),1
472,5734,1873.1,474,Larissa da Luz,926.340.815-70,Platine (1200K - 5K),1
473,70080,4788.47,475,Gabriel da Rocha,856.493.120-60,Platine (1200K - 5K),1
474,41275,3469.33,476,Miguel Carvalho,731.825.049-32,Platine (1200K - 5K),1
475,64132,1260.73,477,Sabrina Jesus,567.104.829-01,Platine (1200K - 5K),1
476,74841,3256.79,478,Enrico Nascimento,501.698.374-75,Platine (1200K - 5K),1
477,49292,123.98,479,Maria Laura Sampaio,758.642.310-53,Silver (<1200K),0
478,18515,4178.65,480,Dr. Davi Miguel Albuquerque,629.857.403-47,Platine (1200K - 5K),1
479,46841,4638.31,481,Melina Pereira,260.158.743-17,Platine (1200K - 5K),1
480,90789,2792.43,482,Maria Luísa Barbosa,196.480.253-98,Platine (1200K - 5K),1
481,40659,2336.59,483,Sr. Yago da Rosa,620.187.439-96,Platine (1200K - 5K),1
482,16924,4876.14,484,Isis Vasconcelos,864.579.102-11,Platine (1200K - 5K),1
483,11604,1528.65,485,Sr. Emanuel Aragão,492.506.137-25,Platine (1200K - 5K),1
484,41933,138.5,486,Eloá Nunes,627.594.813-28,Silver (<1200K),0
485,1666,4429.55,487,Vitória Camargo,273.064.951-43,Platine (1200K - 5K),1
486,32883,3097.41,488,Rafael Ferreira,016.783.542-44,Platine (1200K - 5K),1
487,2058,2411.58,489,Dr. Rafael Sampaio,308.951.246-70,Platine (1200K - 5K),1
488,41064,4097.0,490,Dra. Rebeca Oliveira,029.453.681-70,Platine (1200K - 5K),1
489,51324,2053.68,491,Cauê Sá,971.840.523-23,Platine (1200K - 5K),1
490,72133,4653.14,492,José Nogueira,657.489.102-76,Platine (1200K - 5K),1
491,4616,4277.32,493,Ravy Rodrigues,509.217.483-88,Platine (1200K - 5K),1
492,25540,4091.74,494,Evelyn Aragão,216.397.058-21,Platine (1200K - 5K),1
493,67669,4344.51,495,Ana Cecília Nascimento,972.854.136-82,Platine (1200K - 5K),1
494,77581,2968.47,496,Rebeca Sales,450.792.863-00,Platine (1200K - 5K),1
495,57637,1690.86,497,Nicole Macedo,658.047.321-53,Platine (1200K - 5K),1
496,76126,4623.23,498,Beatriz Gomes,514.097.268-94,Platine (1200K - 5K),1
497,50042,4670.06,499,Vitor Marques,568.740.192-01,Platine (1200K - 5K),1
498,3860,438.05,500,Vitor Hugo da Mota,526.183.790-12,Silver (<1200K),0
499,10430,2489.96,501,Arthur Gabriel Alves,892.106.743-40,Platine (1200K - 5K),1
500,85721,442.28,502,Manuela Viana,571.480.692-11,Silver (<1200K),0
501,69679,559.67,503,Felipe Peixoto,381.094.765-20,Silver (<1200K),0
502,83775,643.35,504,Davi Luiz da Rocha,834.796.012-78,Silver (<1200K),0
503,52677,2905.48,505,Lívia Porto,879.302.614-50,Platine (1200K - 5K),1
504,58857,2330.53,506,Gabriela Ferreira,601.845.793-84,Platine (1200K - 5K),1
505,55844,1905.82,507,Rodrigo Cavalcante,127.369.805-30,Platine (1200K - 5K),1
506,23884,4944.21,508,Kaique da Cunha,417.869.230-50,Platine (1200K - 5K),1
507,1754,1245.83,509,Brayan Nogueira,583.640.921-89,Platine (1200K - 5K),1
508,39847,1532.4,510,Luiz Otávio Gonçalves,728.341.590-41,Platine (1200K - 5K),1
509,93257,3125.15,511,Isabella Azevedo,628.041.579-11,Platine (1200K - 5K),1
510,87092,1428.97,512,Bruna Cardoso,870.961.435-48,Platine (1200K - 5K),1
511,61660,4204.4,513,Luna Martins,901.567.328-40,Platine (1200K - 5K),1
512,49946,2432.61,514,Clara Macedo,891.247.356-55,Platine (1200K - 5K),1
513,52760,4064.61,515,Julia Pacheco,970.362.548-74,Platine (1200K - 5K),1
514,31250,4416.79,516,Theo da Mota,985.261.043-06,Platine (1200K - 5K),1
515,60969,3982.61,517,Zoe Ferreira,207.896.134-50,Platine (1200K - 5K),1
516,69119,2930.83,518,Rael da Luz,389.416.057-84,Platine (1200K - 5K),1
517,22517,2250.71,519,Eduarda Sá,356.789.401-39,Platine (1200K - 5K),1
518,84201,2361.78,520,Vitor Hugo da Mota,435.128.079-41,Platine (1200K - 5K),1
519,99824,4475.92,521,Dr. Lucca Moura,170.693.248-04,Platine (1200K - 5K),1
520,98508,3124.95,522,Dr. Rhavi Martins,742.605.819-02,Platine (1200K - 5K),1
521,51328,1190.17,523,Dr. Murilo da Cruz,730.619.582-40,Silver (<1200K),0
522,19309,4326.7,524,Vinicius Barros,605.928.741-76,Platine (1200K - 5K),1
523,55588,4822.73,525,Bruno Câmara,658.420.379-47,Platine (1200K - 5K),1
524,60960,647.39,526,Dra. Ayla Cardoso,435.268.907-65,Silver (<1200K),0
525,16359,2329.52,527,Luigi Alves,562.781.034-35,Platine (1200K - 5K),1
526,69606,4560.44,528,Dr. Antony Cirino,083.452.176-80,Platine (1200K - 5K),1
527,96346,4090.35,529,Hadassa Camargo,278.361.504-53,Platine (1200K - 5K),1
528,42953,3932.69,530,Mariana Silva,324.817.905-88,Platine (1200K - 5K),1
529,72848,197.85,531,Danilo Mendonça,679.285.034-92,Silver (<1200K),0
530,93135,3616.75,532,Bruno Farias,841.527.069-02,Platine (1200K - 5K),1
531,87334,4242.49,533,Otávio Pastor,649.801.527-67,Platine (1200K - 5K),1
532,67106,1965.0,534,Kamilly Correia,346.197.082-40,Platine (1200K - 5K),1
533,53093,2621.16,535,Yan Azevedo,942.578.016-11,Platine (1200K - 5K),1
534,40280,430.82,536,Dr. Danilo Araújo,052.684.917-76,Silver (<1200K),0
535,87848,4227.79,537,Sr. José Miguel da Rocha,849.153.207-23,Platine (1200K - 5K),1
536,28365,1523.58,538,Leonardo Costela,419.067.853-84,Platine (1200K - 5K),1
537,10326,1583.34,539,Theodoro Andrade,416.872.390-96,Platine (1200K - 5K),1
538,80346,4873.53,540,Maria Laura Macedo,801.964.237-40,Platine (1200K - 5K),1
539,49338,2265.17,541,Dra. Lavínia Araújo,624.037.981-69,Platine (1200K - 5K),1
540,39281,1870.67,542,Rafaela Monteiro,823.749.165-37,Platine (1200K - 5K),1
541,73818,4991.91,543,Ana Cecília Araújo,502.698.174-76,Platine (1200K - 5K),1
542,16623,4887.4,544,Matteo Nascimento,267.940.158-11,Platine (1200K - 5K),1
543,98133,1941.31,545,Calebe Gomes,861.470.523-90,Platine (1200K - 5K),1
544,11265,3568.73,546,Dr. Luiz Felipe Garcia,526.103.978-95,Platine (1200K - 5K),1
545,55901,3899.61,547,Ana Clara Marques,257.148.039-14,Platine (1200K - 5K),1
546,40039,413.79,548,Letícia Ferreira,317.520.648-44,Silver (<1200K),0
547,38565,1132.54,549,Matteo Novais,135.286.940-33,Silver (<1200K),0
548,50610,927.09,550,Luiz Otávio da Costa,387.051.924-04,Silver (<1200K),0
549,19500,3439.16,551,Eloah Vieira,923.516.740-06,Platine (1200K - 5K),1
550,1633,287.18,552,Joana Nunes,342.510.967-70,Silver (<1200K),0
551,94118,1842.93,553,Marina Mendonça,342.568.709-38,Platine (1200K - 5K),1
552,91646,3282.16,554,Apollo Gonçalves,608.735.912-59,Platine (1200K - 5K),1
553,61218,2635.78,555,Evelyn Siqueira,329.018.765-95,Platine (1200K - 5K),1
554,97020,4621.71,556,Murilo Peixoto,716.238.954-64,Platine (1200K - 5K),1
555,68076,2912.34,557,Eloah Melo,197.305.462-07,Platine (1200K - 5K),1
556,68564,1917.49,558,Antônio Sales,576.134.820-90,Platine (1200K - 5K),1
557,20953,4584.59,559,Ravy Souza,705.128.493-23,Platine (1200K - 5K),1
558,94460,4218.88,560,Valentina da Luz,097.524.386-10,Platine (1200K - 5K),1
559,4683,3005.01,561,Léo Fonseca,918.256.734-46,Platine (1200K - 5K),1
560,27062,4665.28,562,Felipe Brito,836.705.429-65,Platine (1200K - 5K),1
561,60706,2997.34,563,Melina Rezende,314.682.957-64,Platine (1200K - 5K),1
562,69399,3061.52,564,Daniela Abreu,912.836.540-24,Platine (1200K - 5K),1
563,77354,4203.56,565,Dr. Renan Cirino,172.368.904-13,Platine (1200K - 5K),1
564,89204,4481.55,566,Benicio Cavalcanti,957.214.038-88,Platine (1200K - 5K),1
565,35087,3050.11,567,Kaique Fernandes,391.804.652-42,Platine (1200K - 5K),1
566,19026,2809.15,568,Calebe Vargas,394.157.062-52,Platine (1200K - 5K),1
567,15073,3988.97,569,Joana Câmara,247.356.190-70,Platine (1200K - 5K),1
568,93786,2320.08,570,Ana Laura Nogueira,956.781.402-30,Platine (1200K - 5K),1
569,72405,4373.08,571,Kamilly Silva,608.429.715-30,Platine (1200K - 5K),1
570,75019,4702.83,572,Luiz Fernando Nogueira,563.794.012-61,Platine (1200K - 5K),1
571,83579,4389.56,573,Emilly Gomes,902.576.431-25,Platine (1200K - 5K),1
572,50306,2940.86,574,João Miguel Viana,064.529.871-94,Platine (1200K - 5K),1
573,96219,171.86,575,Srta. Elisa Cunha,158.073.426-07,Silver (<1200K),0
574,71678,2197.25,576,Maria Vitória Camargo,027.689.154-67,Platine (1200K - 5K),1
575,3692,2142.42,577,Srta. Maria Júlia Porto,683.214.509-89,Platine (1200K - 5K),1
576,70137,4986.39,578,Emilly da Mata,054.972.381-14,Platine (1200K - 5K),1
577,37835,975.95,579,Ian Montenegro,076.295.134-61,Silver (<1200K),0
578,30214,1244.96,580,Maria Alice Viana,637.952.081-30,Platine (1200K - 5K),1
579,39993,896.93,581,Sra. Luana Vargas,768.421.509-49,Silver (<1200K),0
580,71343,3175.47,582,Cauã Ferreira,391.587.026-95,Platine (1200K - 5K),1
581,21402,2373.57,583,Sr. Ravi Lucca da Mota,425.967.308-47,Platine (1200K - 5K),1
582,10507,2180.24,584,Sr. Arthur Gabriel Fonseca,607.148.529-02,Platine (1200K - 5K),1
583,23921,307.86,585,Sr. Alexandre Garcia,547.918.603-57,Silver (<1200K),0
584,30895,2279.81,586,Davi Camargo,134.765.028-80,Platine (1200K - 5K),1
585,33965,3821.22,587,João Felipe Porto,063.514.792-07,Platine (1200K - 5K),1
586,44003,476.47,588,Esther da Luz,384.971.250-88,Silver (<1200K),0
587,22499,65.67,589,Isadora Moura,732.850.196-03,Silver (<1200K),0
588,81437,4208.66,590,Alícia Fonseca,841.067.329-04,Platine (1200K - 5K),1
589,60327,1181.73,591,Sr. Matheus Pires,093.541.276-06,Silver (<1200K),0
590,94994,2331.32,592,Dra. Ísis Rios,572.860.193-68,Platine (1200K - 5K),1
591,54897,3691.51,593,Sra. Mariane Carvalho,132.594.680-05,Platine (1200K - 5K),1
592,84707,2941.27,594,Isabela Gomes,509.468.271-76,Platine (1200K - 5K),1
593,96575,1069.29,595,Dr. João Vitor Brito,597.031.426-99,Silver (<1200K),0
594,13127,4193.12,596,Yuri Viana,506.234.879-00,Platine (1200K - 5K),1
595,49119,4573.27,597,Vitória Oliveira,237.159.860-77,Platine (1200K - 5K),1
596,85669,2232.81,598,Felipe Rios,943.175.268-91,Platine (1200K - 5K),1
597,31461,4682.34,599,Cecilia Novaes,126.754.089-30,Platine (1200K - 5K),1
598,20001,2741.48,600,Dra. Juliana Costela,289.760.514-67,Platine (1200K - 5K),1
599,84668,1708.18,601,Diogo Martins,904.685.372-10,Platine (1200K - 5K),1
600,70219,4326.24,602,Mariah Nascimento,732.650.198-02,Platine (1200K - 5K),1
601,76580,2077.09,603,Srta. Ísis Almeida,263.945.081-60,Platine (1200K - 5K),1
602,13952,4396.89,604,Kevin Machado,629.487.053-47,Platine (1200K - 5K),1
603,9162,2873.41,605,Bernardo Gonçalves,567.049.132-70,Platine (1200K - 5K),1
604,28295,908.88,606,Luiz Miguel Novais,079.264.135-34,Silver (<1200K),0
605,78954,3896.86,607,Fernanda Moraes,687.351.942-19,Platine (1200K - 5K),1
606,27866,1932.13,608,Letícia Costela,913.726.405-25,Platine (1200K - 5K),1
607,56065,148.87,609,Guilherme Aparecida,250.437.681-26,Silver (<1200K),0
608,57064,4092.87,610,Sra. Yasmin Nunes,371.259.840-88,Platine (1200K - 5K),1
609,75020,262.48,611,Dr. Breno Campos,394.682.170-78,Silver (<1200K),0
610,96500,2054.84,612,Brayan da Conceição,396.715.284-73,Platine (1200K - 5K),1
611,19215,197.37,613,Sophia Cavalcanti,852.410.637-90,Silver (<1200K),0
612,84737,1109.53,614,Alexia Carvalho,897.524.130-05,Silver (<1200K),0
613,95201,2562.82,615,Maria Julia Vieira,127.549.608-30,Platine (1200K - 5K),1
614,98747,810.86,616,Thiago Ramos,734.502.916-61,Silver (<1200K),0
615,4434,3240.12,617,Mateus Moreira,894.230.657-83,Platine (1200K - 5K),1
616,19935,1840.78,618,Maria Júlia Camargo,412.308.659-42,Platine (1200K - 5K),1
617,79653,1304.91,619,Theodoro Sousa,639.217.508-30,Platine (1200K - 5K),1
618,66713,4276.97,620,Thomas Ramos,123.908.547-88,Platine (1200K - 5K),1
619,48412,1215.71,621,Enzo Sampaio,123.489.756-37,Platine (1200K - 5K),1
620,16085,4269.84,622,Isaque Lopes,320.745.619-70,Platine (1200K - 5K),1
621,92536,1923.03,623,Brayan da Mota,735.648.019-01,Platine (1200K - 5K),1
622,40711,4732.48,624,Lorena Pastor,782.145.306-44,Platine (1200K - 5K),1
623,70767,1747.28,625,Pietro Vasconcelos,170.536.284-26,Platine (1200K - 5K),1
624,13965,3264.22,626,Jade Lopes,458.619.730-75,Platine (1200K - 5K),1
625,8449,1336.5,627,Dr. Francisco Fogaça,850.793.146-48,Platine (1200K - 5K),1
626,97100,4700.56,628,Bella Sá,075.241.638-35,Platine (1200K - 5K),1
627,14395,1387.44,629,Ana Luiza Nogueira,376.028.495-74,Platine (1200K - 5K),1
628,72690,4910.54,630,Heitor Cardoso,928.645.103-24,Platine (1200K - 5K),1
629,68150,3513.16,631,Dra. Luna Costela,748.621.359-19,Platine (1200K - 5K),1
630,74325,1404.91,632,Otávio Machado,380.745.291-50,Platine (1200K - 5K),1
631,3125,3922.94,633,Ana Abreu,102.567.498-76,Platine (1200K - 5K),1
632,5512,4067.24,634,Nina Carvalho,049.675.382-74,Platine (1200K - 5K),1
633,92575,954.87,635,Sr. Arthur Miguel Cardoso,123.640.879-96,Silver (<1200K),0
634,65903,957.1,636,Heitor Cardoso,190.246.578-49,Silver (<1200K),0
635,27797,1015.51,637,Raquel Guerra,614.357.980-66,Silver (<1200K),0
636,21454,709.13,638,Ana Luiza Novais,839.701.265-68,Silver (<1200K),0
637,82071,217.89,639,Caio Silva,547.928.610-20,Silver (<1200K),0
638,65158,2432.59,640,Lunna das Neves,648.912.530-70,Platine (1200K - 5K),1
639,89189,1184.48,641,José Miguel Martins,782.349.156-73,Silver (<1200K),0
640,77929,107.08,642,Gabriel Mendonça,861.705.329-12,Silver (<1200K),0
